fire_id,hour,ignition_date_time,date_time,area_fract,flame_profile,smolder_profile,residual_profile,PM2.5_emitted,PM10_emitted,CO_emitted,CO2_emitted,CH4_emitted,NOx_emitted,NH3_emitted,SO2_emitted,VOC_emitted,PM2.5_flame,PM10_flame,CO_flame,CO2_flame,CH4_flame,NOx_flame,NH3_flame,SO2_flame,VOC_flame,PM2.5_smold,PM10_smold,CO_smold,CO2_smold,CH4_smold,NOx_smold,NH3_smold,SO2_smold,VOC_smold,PM2.5_resid,PM10_resid,CO_resid,CO2_resid,CH4_resid,NOx_resid,NH3_resid,SO2_resid,VOC_resid,smoldering_fraction,heat,height_0,height_1,height_2,height_3,height_4,height_5,height_6,height_7,height_8,height_9,height_10,height_11,height_12,height_13,height_14,height_15,height_16,height_17,height_18,height_19,height_20
fb644003,0,,2025-04-14T00:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,1,,2025-04-14T01:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,2,,2025-04-14T02:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,3,,2025-04-14T03:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,4,,2025-04-14T04:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,5,,2025-04-14T05:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,6,,2025-04-14T06:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,7,,2025-04-14T07:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,8,,2025-04-14T08:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,9,,2025-04-14T09:00:00-07:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb644003,10,,2025-04-14T10:00:00-07:00,0.08070368293514897,0.1111111111111111,0.1111111111111111,0.04651622974900259,66.62948997946005,94.56309903099813,459.9735071643721,7167.270850978777,22.527592365195364,6.756933670360975,5.264321824360302,5.881655697530575,122.07296808524406,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,5.870422895749936,6.927099016984926,40.73717706444653,250.4713768853306,2.479808944447094,0.0,0.08538796939272635,0.0,8.036253161075859,0.05,54340163489.44913,2524.20557,2791.98781615,3059.7700623,3327.55230845,3595.3345546,3863.11680075,4130.8990469,4398.68129305,4666.4635392,4934.24578535,5202.0280315,5469.81027765,5737.5925238,6005.37476995,6273.1570161,6540.93926225,6808.7215084,7076.50375455,7344.2860007,7612.06824685,7879.850493
fb644003,11,,2025-04-14T11:00:00-07:00,0.08727920926437886,0.1111111111111111,0.1111111111111111,0.06048470286919228,68.392333719503,96.64325464424881,472.20657433012474,7242.48551722061,23.272260296595327,6.756933670360975,5.289963187851836,5.881655697530575,124.48619432634831,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,7.633266635792892,9.007254630235613,52.97024423019916,325.68604312716343,3.224476875847058,0.0,0.11102933288426026,0.0,10.449479402180117,0.24,58767658775.46547,2639.350287,2852.0599481500003,3064.7696093000004,3277.4792704500005,3490.1889316,3702.8985927500003,3915.6082539000004,4128.31791505,4341.0275762,4553.73723735,4766.4468985,4979.15655965,5191.8662208000005,5404.575881950001,5617.285543100001,5829.995204250001,6042.704865400001,6255.414526550001,6468.124187700001,6680.83384885,6893.54351
fb644003,12,,2025-04-14T12:00:00-07:00,0.09348319506856696,0.1111111111111111,0.1111111111111111,0.07366390778828948,70.0555705450651,98.6058740984121,483.7484298772072,7313.450288444593,23.9748518526055,6.756933670360975,5.314155723496375,5.881655697530575,126.76306473831097,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,9.296503461354991,10.96987408439889,64.5120997772816,396.6508143511463,3.9270684318572298,0.0,0.1352218685287999,0.0,12.726349814142779,0.24,62944984897.70337,2739.747754,2947.4967807,3155.2458074,3362.9948341,3570.7438608,3778.4928875,3986.2419142,4193.9909409,4401.7399676,4609.4889943,4817.238021,5024.9870477,5232.7360744,5440.4851011,5648.2341278,5855.9831545,6063.7321812,6271.4812079,6479.2302346,6686.9792613,6894.728288
fb644003,13,,2025-04-14T13:00:00-07:00,0.0993108770076486,0.1111111111111111,0.1111111111111111,0.08604372568320326,71.61792344442223,100.44945051965351,494.5902121182006,7380.110678817164,24.634827592515755,6.756933670360975,5.336880856577934,5.881655697530575,128.90183116947637,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,10.858856360712123,12.813450505640306,75.35388201827503,463.31120472371725,4.587044171767484,0.0,0.15794700161035816,0.0,14.865116245308185,0.24,66868934559.191284,2827.302142,3030.73457175,3234.1670015,3437.59943125,3641.031861,3844.46429075,4047.8967205,4251.32915025,4454.76158,4658.19400975,4861.6264395,5065.0588692500005,5268.491299,5471.92372875,5675.356158500001,5878.7885882499995,6082.221018,6285.653447750001,6489.0858775,6692.51830725,6895.950737
fb644003,14,,2025-04-14T14:00:00-07:00,0.10463576193990728,0.1111111111111111,0.1111111111111111,0.0973554455851856,73.0454806617896,102.13396803614701,504.49659402053777,7441.019786758171,25.237862368579425,6.756933670360975,5.357645325194186,5.881655697530575,130.85607048143308,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,12.286413578079491,14.4979680221338,85.26026392061222,524.2203126647249,5.190078947831155,0.0,0.1787114702266108,0.0,16.819355557264878,0.24,70454336207.0189,2901.97119,3101.73049755,3301.4898051,3501.24911265,3701.0084202000003,3900.76772775,4100.5270353,4300.28634285,4500.0456504,4699.80495795,4899.5642655,5099.32357305,5299.0828806,5498.84218815,5698.601495700001,5898.36080325,6098.1201108000005,6297.8794183499995,6497.6387259,6697.39803345,6897.157341
fb644003,15,,2025-04-14T15:00:00-07:00,0.1093406187737522,0.1111111111111111,0.1111111111111111,0.10735003201483194,74.30681351973486,103.62234080852241,513.2494796105216,7494.836655363835,25.770679945541755,6.756933670360975,5.3759919849461175,5.881655697530575,132.5827587195445,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,13.547746436024747,15.986340794509202,94.01314951059597,578.0371812703892,5.722896524793484,0.0,0.19705812997854177,0.0,18.5460437953763,0.24,73622254699.05388,2963.980148,3160.6957779500003,3357.4114079,3554.1270378500003,3750.8426678,3947.5582977500003,4144.2739277,4340.98955765,4537.7051876000005,4734.420817550001,4931.1364475,5127.85207745,5324.5677074000005,5521.28333735,5717.9989673,5914.71459725,6111.4302272,6308.145857150001,6504.861487100001,6701.577117050001,6898.292747
fb644003,16,,2025-04-14T16:00:00-07:00,0.11332065402776127,0.1111111111111111,0.1111111111111111,0.11580487086414187,75.3738277603275,104.88141761242173,520.6539117649372,7540.3625962957885,26.221412627779983,6.756933670360975,5.39151219208201,5.881655697530575,134.04343654738608,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,14.614760676617394,17.245417598408526,101.4175816650116,623.5631222023421,6.173629207031711,0.0,0.21257833711443483,0.0,20.0067216232179,0.24,76302129501.92274,3013.691994,3207.9725233,3402.2530525999996,3596.5335818999997,3790.8141112,3985.0946404999995,4179.3751698,4373.6556991,4567.9362284,4762.2167577,4956.497287,5150.7778163,5345.0583455999995,5539.3388749,5733.6194042,5927.899933499999,6122.180462799999,6316.460992099999,6510.741521399999,6705.022050699999,6899.30258
fb644003,17,,2025-04-14T17:00:00-07:00,0.11648748128073513,0.1111111111111111,0.1111111111111111,0.12253220174909478,76.22282772157565,105.88323756669455,526.5454569505682,7576.586594642376,26.58005079322844,6.756933670360975,5.403861282427438,5.881655697530575,135.2056660397917,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,15.463760637865542,18.24723755268134,107.3091268506427,659.7871205489298,6.532267372480171,0.0,0.22492742745986244,0.0,21.16895111562351,0.24,78434447438.48737,3051.527539,3243.9580440500004,3436.3885491,3628.8190541500003,3821.2495592,4013.68006425,4206.1105693,4398.54107435,4590.9715794,4783.40208445,4975.8325895,5168.2630945500005,5360.6935996,5553.12410465,5745.554609700001,5937.985114749999,6130.4156198,6322.846124850001,6515.2766298999995,6707.70713495,6900.13764
fb644003,18,,2025-04-14T18:00:00-07:00,0.11877150284172928,0.1111111111111111,0.1111111111111111,0.12738417742119543,76.8351548432881,106.60578357031523,530.7946360679061,7602.7125518354405,26.838712613733637,6.756933670360975,5.412767858743256,5.881655697530575,136.04390475868138,45.75262888763504,71.85458828307532,312.08159950859533,5711.004806452845,14.259081435646195,5.935889167137796,3.778171791054131,4.563373650579771,93.50108629695887,15.006438196075068,15.781411730937887,107.15473059133026,1205.7946676406018,5.788701985102076,0.8210445032231791,1.4007620639134446,1.3182820469508043,20.535628627209327,16.076087759577984,18.96978355630202,111.55830596798054,685.9130777419939,6.790929192985366,0.0,0.23383400377567976,0.0,22.00718983451319,0.24,79972346336.33052,3077.929597,3269.07096895,3460.2123408999996,3651.3537128499997,3842.4950848,4033.63645675,4224.7778287,4415.91920065,4607.060572599999,4798.20194455,4989.3433165,5180.48468845,5371.6260604,5562.76743235,5753.908804299999,5945.05017625,6136.1915482,6327.33292015,6518.4742921,6709.615664049999,6900.757036
fb644003,19,,2025-04-14T19:00:00-07:00,0.021049993635648412,0,0,0.04471676570933231,5.643327644145079,6.659126620091193,39.16127365179464,240.78197948352337,2.38387840482977,0.0,0.08208476573301933,0.0,7.725373524977392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.643327644145079,6.659126620091193,39.16127365179464,240.78197948352337,2.38387840482977,0.0,0.08208476573301933,0.0,7.725373524977392,0.24,14173579866.635944,916.018025,961.81892625,1007.6198274999999,1053.4207287499999,1099.22163,1145.02253125,1190.8234324999999,1236.62433375,1282.425235,1328.2261362499999,1374.0270375,1419.82793875,1465.6288399999999,1511.42974125,1557.2306425,1603.0315437499999,1648.832445,1694.63334625,1740.4342474999999,1786.23514875,1832.0360499999997
fb644003,20,,2025-04-14T20:00:00-07:00,0.017556877588246828,0,0,0.03729629544265073,4.706852379795151,5.554085808158279,32.662702877972414,200.82570153792645,1.9882885507377093,0.0,0.06846330734247492,0.0,6.443395644158968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.706852379795151,5.554085808158279,32.662702877972414,200.82570153792645,1.9882885507377093,0.0,0.06846330734247492,0.0,6.443395644158968,0.340573,11821562087.522306,780.012022,819.0126231,858.0132242,897.0138253,936.0144264,975.0150275,1014.0156286,1053.0162297,1092.0168308,1131.0174319,1170.0180329999998,1209.0186340999999,1248.0192352,1287.0198363,1326.0204374,1365.0210385,1404.0216396,1443.0222407,1482.0228418,1521.0234429,1560.0240439999998
fb644003,21,,2025-04-14T21:00:00-07:00,0.014854211361571648,0,0,0.031554987652225044,3.982290116552286,4.699102337531698,27.634679899711315,169.91104497289754,1.6822158855981475,0.0,0.057924219877124164,0.0,5.4515138186439245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.982290116552286,4.699102337531698,27.634679899711315,169.91104497289754,1.6822158855981475,0.0,0.057924219877124164,0.0,5.4515138186439245,0.442096,10001777422.515669,670.66298,704.1961289999999,737.7292779999999,771.2624269999999,804.795576,838.3287249999998,871.861874,905.3950229999999,938.9281719999999,972.4613209999999,1005.9944699999999,1039.527619,1073.0607679999998,1106.593917,1140.127066,1173.6602149999999,1207.1933639999997,1240.7265129999998,1274.259662,1307.7928109999998,1341.3259599999997
fb644003,22,,2025-04-14T22:00:00-07:00,0.012569660540570293,0,0,0.026701887666447613,3.3698211046482762,3.976388903484966,23.384516150438035,143.77903379832645,1.4234941272362718,0.0,0.04901557970397493,0.0,4.613080860681389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3698211046482762,3.976388903484966,23.384516150438035,143.77903379832645,1.4234941272362718,0.0,0.04901557970397493,0.0,4.613080860681389,0.527881,8463522158.342332,575.374882,604.1436261,632.9123701999999,661.6811143,690.4498583999999,719.2186025,747.9873465999999,776.7560907,805.5248348,834.2935788999999,863.0623229999999,891.8310670999999,920.5998112,949.3685553,978.1372994,1006.9060434999999,1035.6747876,1064.4435317,1093.2122758,1121.9810198999999,1150.749764
fb644003,23,,2025-04-14T23:00:00-07:00,0.010636273734334234,0,0,0.022594769805207034,2.8514962348497477,3.3647655571227024,19.787655690320975,121.66383935358924,1.2045411367819843,0.0,0.04147630887054179,0.0,3.9035255275556766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8514962348497477,3.3647655571227024,19.787655690320975,121.66383935358924,1.2045411367819843,0.0,0.04147630887054179,0.0,3.9035255275556766,0.60052,7161715954.235949,492.559458,517.1874309,541.8154038,566.4433767,591.0713496,615.6993225,640.3272954,664.9552683,689.5832412,714.2112141,738.839187,763.4671599000001,788.0951328,812.7231057,837.3510785999999,861.9790515,886.6070244,911.2349973,935.8629702000001,960.4909431,985.118916
